original_text,decoded_text
체질은,은
제품은,제은
1회,1
입니다.,니다.
및,
및,
의약품,의
전에,전에
있습니다.,있니다.
기준에,기에
생산하고,생하고
이,이
젤존타워1),1)
210113,210113
로,로
"토마토,","토마토,"
수,수
"복숭아,","아,"
충청,
:,:
본,
중,중
유통기한,유기한
"메밀,",","
오송생명로,오생로
이력추적,이적
영양,
뚝섬로,로
원활,원
ESSENCIALE,ESSENCIALE
있,있
6중,6중
보관,보
GMP,GMP
유지하는데,유지하는
응고제,고제
직사광선을,사선을
※,
피하여,하
d-α-토코페,d-α-토
의한,의한
흰강낭,
"있거나,","있나,"
또는,는
1포(2g),1(2g)
"율무,",","
영양,
차지하고,차지하고
정상적인,정상적인
마십,마
·,·
따라,라
글리세,리
807001,807001
적고,적고
SAFE,SAFE
이상사례,이상사
섭취,
맹점,
십시오.,시오.
유해산,유해
형성하는,성하는
치료를,를
후에는,에는
개봉,개
의약품이,의이
※,
:,:
"글루콘산아연,","아연,"
지방,지방
"음료(우유,","(우유,"
"비타민B1,","비민B1,"
섭취하십시오.,하시오.
권해드립니다!,해드니다!
"메밀,",","
"호두,",","
아라비아,아라비아
있음,있
섭취방법】,방
"교환,","교,"
섭취를,를
"100mg,","100mg,"
증상이,상이
유통기한,유기한
하고,하고
지방,지방
1일,1일
0%,0%
치료를,를
중단하고,중단하고
:,:
콜레다운,다
704570,704570
·,·
"쇠고기,","고기,"
섭취방법],방]
십시오.,시오.
1일,1일
대한,대한
판매원,원
(주),(주)
유통기한,유기한
"지방,","지방,"
"쇠고기,","고기,"
"밀,",","
1위,1위
"고기,","고기,"
미네랄,미
※,
실제크기,제기
넣지,지
"생강추출물분말,","생,"
청원구,원구
있음,있
있,있
"않고,","고,"
제품은,제은
함량,
유통기한(하단표기일까지),유기한(하단기일지)
홈을,을
-,-
곳에,에
한을,한을
고객상담실,고상
도움을,도을
"토마토,","토마토,"
-,-
/,/
리듬을,리을
"17종,","17,"
D,D
필요,요
·,·
피하여,하
나트륨,나트
:,:
"전복,","전,"
[마그네슘],[마그]
남부순환로,남부로
증식,식
및,
α-TE,α-TE
흡수되고,수고
피하여,하
의약품이,의이
나,나
1일,1일
굿베이스,이스
·,·
6.,6.
직사광선,사선
"염산염,",","
충남,남
이용,이
예방,방
0%,0%
1포(125mL)당,1(125mL)
·,·
의약품이,의이
+,+
스피루리나,스리나
원료보관,원보
골다공증발생,다공생
증진,진
고객행복센터,고행
한,한
츄어블,어
※,
준수,수
"생선콜라겐,","생선라,"
이상사례,이상사
상태에,상에
및,
신고는,신고는
공정거래위원회,공정위원
구입부터,구부
1일,1일
0%,0%
아연,아연
생산물,생
100%,100%
30캡슐,30
파주시,주시
나트륨,나트
750%,750%
참조,
섭취하십시오.,하시오.
α-TE,α-TE
:,:
수치는,수는
있음,있
[코엔자임Q10],[자Q10]
0g,0g
"셀룰로스,","로스,"
주의하시기,주의하시기
보관하십시오.,보하시오.
유해균,유해
물과,과
/,/
/,/
있음,있
섭취하지,하지
세리컷,리
함량,
by,by
직사광선을,사선을
및,
"메밀,",","
피해,해
후,
필요.,요.
물,
30포(52.56g),30(52.56g)
(주)내츄럴팜,(주)내
알레르기를,기를
103424,103424
"함유음료(커피,","유(,"
도움,도
섭취량,
11mg,11mg
신고는,신고는
보상,보상
"난소화성말토덱스트린,","소화성토스트,"
2캡슐을,2을
"오징어,","오어,"
위한,위한
가공유지,가공유지
함량(1포,(1
"필요,","요,"
생성에,생성에
원료명,원
복용,
"3701,","3701,"
섭취방법,방
"규소,","소,"
"구연산,","구연,"
"타민B6염산염,","민B6,"
중단하십시,중단하시
0g,0g
/,/
주의사항,주의사
피해에,해에
지아잔틴,지아
곳이나,이나
공기,공기
수,수
용기,기
반드시,드시
나이아신,나이아신
0g,0g
[프락토올리고당],[토리고]
"무수결정포도당,","수정도,"
하십시오.,하시오.
1캡슐을,1을
시오.,시오.
치료를,를
교환장소】,교장소
:,:
사용하여,사하
치료를,를
"구연산,","구연,"
있으므로,있으로
61,61
직사광선을,사선을
치료중인,중인
작용을,을
있으니,있으니
어린이,어이
900mg,900mg
루테인과,인과
용에,에
연질캡슐,연
및,
[보관방법],[보방]
설계,계
"혼합유산균,","유,"
응을,을
비타민B1,비민B1
나타낼,나
이용에,이에
"Q10,","Q10,"
"dl-α-토코페롤),","dl-α-토),"
오늘의,오의
"자당,","자,"
GMP,GMP
유해산소로부터,유해소로부
주의사항],주의사]
60정(33g),60정(33g)
용도,도
인이,인이
및,
이천시,이천시
세븐,
닿지,지
울금추출분말,
덕평로,로
0mg,0mg
Hanmi,Hanmi
성분을,성을
2정을,2정을
2%,2%
경기도,경기도
영양,
주십시,주시
건강기능식품,기식
한국인삼공사,한국인공사
419호,419
정상적인,정상적인
어린,어
"정제어유,","정제어유,"
문의처,문의
타민,민
일동제약,일동제
함량,
서,서
"올리고당,","리고,"
※,
이력추적,이적
성분을,성을
판매원,원
·,·
비율임,비
제품은,제은
흡수에,수에
SAFE,SAFE
혈행,행
표시,시
250%,250%
필요,요
제품은,제은
및,
곳에서,에서
·,·
제조하고,제하고
당,
1,1
활동,동
발생,생
"대두,","대,"
DIET,DIET
5g,5g
식물성,식성
피해,해
및,
·,·
섭취에,에
2000IU,2000IU
손,
주시기,주시기
데,
고객상담실,고상
신고는,신고는
노량진로,진로
및,
본,
송파구,구
"(PVC),","(PVC),"
"6%,","6%,"
유통전문판매원,유전문원
교환,교
:,:
상담하십시오.,상하시오.
검베,
기능정보,기정보
바랍니다.,니다.
성이,성이
6022719,6022719
탄수화물이,수화이
복운1길,1
스트렙토코커스,스트토스
"생선콜라겐,","생선라,"
유지에,유지에
"제이인산칼륨,","제이인,"
몰리브덴,리
제품은,제은
수,수
대한,대한
"알레르기체질,","기,"
영양성분기준치에,성기에
탄수화물,수화
억제,제
※,
넘김이,김이
[아연],[아연]
합,
방법,방
1정,1정
소비자상담실,소비자상
/,/
"귀리식이섬유,","리식이유,"
"(로커스트콩검,","(로스트,"
기능정보,기정보
까지,지
병의,의
:,:
손에,에
영,
후에는,에는
상담하십,상하
기능,기
결합조직,
제품의,제의
알레르기,기
※,
:,:
|,|
홍삼농축액,
형성에,성에
및,
X,X
제품과,제과
바랍니다.,니다.
부작용,부
214355,214355
약물,
영양그대로,그대로
기능유지에,기유지에
Hurum,Hurum
시,시
"호두,",","
"우유,","우유,"
"지방유,","지방유,"
교환장소,교장소
함께,
50%이상),50%이상)
복운1길,1
당,
입력하시면,하시면
"리드(PET),","리드(PET),"
:,:
및,
소비자상담실,소비자상
비율,비
·,·
60일,60일
및,
니다.,니다.
건강,
제조,제
손이,이
제품은,제은
VIVA,VIVA
인해,인해
다이어트,다이어트
제품명,제
개의,개의
※,
기,기
KB손해보험,KB해보
8,8
제품정보를,제정보를
유지하는데,유지하는
있을,있을
체내,내
흥덕구,구
국번없이,국이
흥덕구,구
"식용유지혼합분말,","식유지,"
(,(
혈액의,의
수입원,수원
및,
61,61
영양,
에서,에서
혈중,중
기능정보,기정보
위해,위해
이력추적관리번호],이적리]
있으신,있으신
본,
통일로,일로
식품의약품안전처,식의안전
걱정될,정
"새우,","우,"
문의하시기,문의하시기
5%,5%
sticks,sticks
0%,0%
상담,상
:,:
불편감,
유산균,유
구입처,구
시,시
"천연향료),","천연),"
X,X
"비오틴,","비오,"
52,52
내포장재질,내장재
25kcal,25kcal
"1,200mg","1,200mg"
아침이,아이
도안면,도안면
"전복,","전,"
제품은,제은
:,:
사용한,사한
1캡슐,1
79,79
※,
보상,보상
"대두,","대,"
밑면,면
복합기능성,기성
않게,게
0%,0%
"호두,",","
"피빈추출물분말,",","
유통기한,유기한
·,·
이력추적등록번호,이적
알레르기,기
및,
섭취하십시오.,하시오.
제품은,제은
이상,이상
이,이
신체,신
음성군,성
구입처,구
지방,지방
으실,으
수,수
"로이신,","로이신,"
:,:
혈액항,
"2매,","2,"
위한,위한
"박하,","하,"
500mg,500mg
닿지,지
유해산소로부터,유해소로부
"치료제,","제,"
단백질,단
함유된,유
"염산염,",","
:,:
바이오밸리3로,이오리3로
:,:
수,수
1포당,1
기준치,기
식약처,식
·,·
"1회,","1,"
경기도,경기도
※,
밀봉하여,하
상담하시기,상하시기
[소비자상담실],[소비자상]
불량식품,식
"복숭아,","아,"
[비타민B2],[비민B2]
·,·
시,시
물과,과
:,:
제품은,제은
기능성,기성
않,
보라지종자유,보라지자유
시,시
제품과,제과
1일,1일
"대두레시틴,","대시,"
"알류(가금류),","(가),"
"복숭아,","아,"
제,제
"갈락토올리고당,","토리고,"
희석하여,하
섭취하십시오.,하시오.
상담하시기,상하시기
본,
"잔탄검,",","
을,을
1g),1g)
마시기,마시기
"중국산),","중국),"
·,·
"전복,","전,"
함유유지,유유지
"탄수화물,","수화,"
:,:
항균작용에,에
외형,
수,수
"변성전분,","성전,"
[비타민B2],[비민B2]
유통,유
발생할,생할
영양성분기준치,성기
N8W,N8W
제품은,제은
5mg,5mg
0g,0g
2103,2103
합,
아황산,아
흔들어,들어
발생할,생할
유통기한을,유기한을
서늘한,서한
고온다습한,고다한
"우유,","우유,"
·,·
슘,
성분을,성을
"우유,","우유,"
기능정보,기정보
이용되는,이는
칼슘과,과
:,:
섭취량,
내용량,내
원재료명,원재
형성과,성과
발생,생
전문,전문
증진,진
섭취를,를
"1회,","1,"
처리한,리한
보관하십시오.,보하시오.
응집억제를,제를
"비타민C,","비민C,"
"있으며,","있으,"
"고등어,","고어,"
에너지,에지
"보관하시고,","보하시고,"
보호하는데,보하는
·,·
"쇠고기,","고기,"
성분에,성에
:,:
※,
비율,비
차이가,차이가
위한,위한
"리신,","리신,"
당귀,
있습니다.,있니다.
질,
분열에,에
244289,244289
아닙니다.,아니다.
형성과,성과
제품과,제과
섭취량,
유용한,유한
1일,1일
0mg,0mg
"0kcal,","0kcal,"
판토텐,토
않는,는
치료를,를
감소확인,소인
·,·
"조개류(굴,","개(,"
전문가와,전문가와
Scales,Scales
함량,
과민반응이,과민이
-,-
"합성향료(석류향),","성(),"
하루,하
수,수
건강기능식품,기식
체질,
칼슘과,과
보관방법,보방
눈,
함량,
·,·
■,■
및,
1일,1일
피하여,하
·,·
닫아,아
:,:
SIGNATURE,SIGNATURE
겪고,고
"줌,",","
신고는,신고는
의거,의
1일,1일
"MCT유,","MCT유,"
피부,부
전라남도,전라남도
1회,1
10kcal,10kcal
Zn,Zn
※,
"팔미트산염,","미트,"
20kcal,20kcal
및,
의거,의
함유,유
"잣,",","
드립니다.,드니다.
필요,요
우유,우유
교환,교
ZINC,ZINC
고온다습한,고다한
나,나
또는,는
교환처,교
제품과,제과
X,X
씹어서,어서
1577-8443,1577-8443
오창읍,오
:,:
>,>
수준을,수을
사탕수수,사수수
필요,요
설명서를,서를
단백질,단
문의하여,문의하
[비타민A],[비민A]
"D-소비톨액,","D-소비,"
영유아,유아
850mg,850mg
1일,1일
쉽게,게
이상이,이상이
30포,30
/,/
"D-소비톨,","D-소비,"
마장면,마장면
있으므로,있으로
교환,교
포장재에,장재에
인체,인
탄,
서울시,서시
복합물,
경과된,경과
:,:
억제에,제에
"메밀,",","
"아라비아검,","아라비아,"
제12800239호,제12800239
충북,
X,X
+,+
유산균,유
"변색,",","
포장재질(내면),장재(내면)
제품,제
1일,1일
수,수
바랍니다.,니다.
내용량,내
8자리,8자리
여,
의약품이,의이
주의사항,주의사
탄수화물,수화
섭취량,
캡슐기제,기제
시,시
수,수
원료로,원로
·,·
바랍니다.,니다.
:,:
대추추출농축액,대
보상받으실,보상으
나트륨,나트
2023.04.04,2023.04.04
기능,기
의거하여,의하
"필요,","요,"
캡슐기제,기제
황반,
"포도당시럽분말,","도시,"
잔탄,
나무에,나에
소비자,소비자
·,·
나트륨,나트
의약품이,의이
7.5mgNE(50%),7.5mgNE(50%)
지방.,지방.
대사와,대사와
"메밀,",","
:,:
:,:
개별인정형,개인정
과민반응이,과민이
자당지방산에,자지방에
"료21종),","21),"
·,·
"톨,",","
에너지,에지
본사,사
"조개류(굴,","개(,"
피로개선,로개선
열량,
8,8
"코페롤),","),"
·,·
"유당,","유,"
"휴대,","대,"
않도록,도
일부,일부
"천연향료(레몬향),","천연(),"
1정,1정
치료를,를
비율,비
유산균의,유의
식품의약품안전처,식의안전
이력추적,이적
"체질,",","
"펙틴),","),"
알루미늄오일,미오일
사항은,사은
모양입니다.,니다.
(L.fermentum,(L.fermentum
아신,아신
1g,1g
피로개선,로개선
"구연산,","구연,"
967331,967331
따라,라
형태,
[비:너지,[비:지
보상,보상
경우,경우
품질을,을
"우유,","우유,"
"땅콩,",","
MINERAL,MINERAL
"RE(100%),","RE(100%),"
[섭취량,[
맥스,스
교환,교
※,
"갈락토올리고당,","토리고,"
항산화,화
[소비자상담실],[소비자상]
환절기에는,기에는
받을,을
교환,교
유지하는데,유지하는
눈건강에,에
섭취하십시오.,하시오.
기한이,기한이
확인하실,인하
따라,라
눈,
+,+
기능을,기을
[비타민D],[비민D]
주의하십시오.,주의하시오.
마세요.,마요.
프락토올리고당,토리고
폴리에틸렌(PE),리에(PE)
서울특별시,서시
"덴),","),"
당류,
"DL-사과산,","DL-사과,"
제품은,제은
오송생명로,오생로
있습니다.,있니다.
및,
편안한,안한
제조원,제원
"조개류(굴,","개(,"
Argan,Argan
피로감을,로을
"테르,",","
1일,1일
실온에,에
아닌,아
[섭취시,[시
"(아라비아검,","(아라비아,"
stick,stick
체질이신,이신
위에,위에
·,·
보관,보
에너지,에지
교환,교
나트륨,나트
영양성분,성
"닭고기,","고기,"
실온에서,에서
우유,우유
※본,
100%,100%
중단하고,중단하고
소비자분쟁해결,소비자해
및,
하나는,하나는
·,·
영양·기능정보,·기정보
대두,대
치료를,를
X,X
및,
※,
(7402720),(7402720)
있는,있는
사용한,사한
시,시
"비타민E,","비민E,"
의거,의
수,수
및,
항산화,화
전문가와,전문가와
까지,지
X,X
옥타코사놀,사
소비자상담실,소비자상
이산화규소/프랑,이화소/
:,:
정보를,정보를
대풍산단,대단
·,·
"란(난류),","(),"
4g,4g
"포함),","),"
제품명,제
고객상담실,고상
제조원,제원
주의사항,주의사
:,:
"1회,","1,"
습기가,기가
유지,유지
기준치에,기에
동물성,동성
120000,120000
섭취,
건강한,한
감소에,소에
수,수
비율임,비
영향에,에
동공,동공
참조,
마시기,마시기
[EPA,[EPA
중요한,중요한
서울특별시,서시
"쌀겨추출분말,",","
안국건강,안국
있거나,있나
"아황산류,","아,"
Chlorogenic,Chlorogenic
알레르기가,기가
※,
바랍니다.,니다.
알레르기,기
"토마토,","토마토,"
B,B
체질의,의
함량,
폴리프로필렌,리로
·,·
원료의,원의
치료,
까지,지
에,에
2%,2%
및,
필요,요
(주),(주)
본,
물과,과
영양성분,성
대사에,대사에
는데,는
열량,
표시,시
중구,중구
섭취,
유통하,유하
"포함),","),"
"복숭아,","아,"
176%,176%
()안의,()안의
상담하십시오.,상하시오.
고시,고시
상피세포의,상의
"1포(4.5g),","1(4.5g),"
비율,비
합성,성
섭취,
피빈추출물,
[보관방법],[보방]
비타민B군,비민B
이용에,이에
함량,
보호하는데,보하는
진광로,진로
위험,위
(주)노바렉스,(주)스
확인,인
없으므로,으로
장내,장내
"키위향키베이스,","위이스,"
[교환장소],[교장소]
"오렌지추출물,","오지,"
따라,라
섭취하여,하
HERB,HERB
항산화작용을,화을
동,동
당,
125%,125%
"게,","게,"
1일,1일
유해산소로부,유해소로부
312호,312
8,8
함량,
신체상태에,신상에
:,:
수,수
함량,
하고,하고
또는,는
식품의약품안전처,식의안전
416호,416
합,
1캡슐,1
단백질,단
궁,
비피도박테리움,비도리
과민반응을,과민을
다칠,다
제조시설에서,제시에서
비타민,비민
영양,
[보관,[보
원료를,원를
"아가베시럽,","아가시,"
비타민,비민
"plantarum,","plantarum,"
칼슘마그네슘D,마그D
·,·
간,
마포구,마구
500mg,500mg
·,·
상담이,상이
"lactis,","lactis,"
해결,해
"12mg/g이상,","12mg/g이상,"
PROJECT,PROJECT
기능식품,기식
제조시설에서,제시에서
상경로,상경로
수화물,수화
신고는,신고는
2%,2%
1일,1일
※,
건강,
본,
이상이,이상이
기능정보],기정보]
"reuteri,","reuteri,"
:,:
멀티비타민,비민
번호,
제품의,제의
[보관,[보
:,:
3,3
적고,적고
비타민D,비민D
(2g,(2g
Lac,Lac
어린,어
15mg,15mg
만들어졌습니다.,만들어니다.
풍기읍,기
기능정보,기정보
필요,요
내포장재질,내장재
·,·
비타민B6,비민B6
건조효모(셀렌/,(/
:,:
(주)올가홀푸드,(주)가드
보관하십,보하
/,/
서늘한,서한
아미노산,아미
포함)를,)를
이용에,이에
열량,
1일,1일
기능식품의,기식의
280g,280g
상담하십시오.,상하시오.
1길,1
건강에,에
곳에,에
영양성분,성
있습니다.,있니다.
필요,요
898231,898231
나트륨,나트
섭취를,를
"어린이,","어이,"
리얼,리
트레이드타워),트이드)
[원료명,[원
은,은
및,
필요,요
후에는,에는
5),5)
시크릿,시
"돼지고기,","지고기,"
제품,제
홍,
피막이,이
"아황산류,","아,"
건조한,한
성장,성장
내포장재,내장재
제조과정,제과정
"계란,","계,"
:,:
[제조원],[제원]
"325,","325,"
"타마린드검),","마드),"
"295,","295,"
지방,지방
건강기능,기
및,
개봉,개
개선을,개선을
이상사례,이상사
건강기능식품,기식
있습니다.,있니다.
교환할,교할
고객상담실,고상
기능정보,기정보
통해서,해서
및,
2캡슐을,2을
하는,하는
액티브,
WI,WI
"국산),","국),"
:,:
섭취자의,자의
"자일리톨,","자일리,"
EPA와,EPA와
온가족이,가이
고객상담실,고상
"카나우바왁스,","나우스,"
전문가와,전문가와
"독일산),","일),"
Q,Q
임산부,부
"특성(고단백,","성(고단,"
오송읍,오
"자일리톨,","자일리,"
있을,있을
"혼합추출물분말,",","
"2회,","2,"
[비타민E],[비민E]
탄수화물,수화
물과,과
및,
복,
시설에서,시에서
:,:
시,시
103431,103431
"밀,",","
:,:
위한,위한
정보를,정보를
"탄수화물,","수화,"
확인,인
:,:
확인하실,인하
【업소명,업소
제조하였습니다.,제하니다.
·,·
정보를,정보를
함께,
1일까지임.,1일지.
및,
확인하실,인하
"(국산),","(국),"
8,8
"인도산),","인도),"
[보관,[보
고객상담실로,고상로
필요,요
"복,",","
"조개류(굴,","개(,"
·,·
나타낼,나
충북,
1정을,1정을
피하여,하
"우유,","우유,"
수,수
및,
:,:
덱스트린/,스트/
:,:
건강에,에
섭취를,를
식품으로,식으로
"락티스,","스,"
충청북도,도
단백질,단
및,
기한,기한
후,
변질될,
중단하십시오.,중단하시오.
방법으로,방으로
taste,taste
있음.,있.
합,
382011,382011
60정,60정
상담실,상
섭취량,
원남면,원남면
측면,면
·,·
기준!,기!
건강기능식품,기식
알레,
130mg,130mg
"조개류(굴,","개(,"
안의,안의
(15ml,(15ml
Traceability,Traceability
서울시,서시
닿지,지
:,:
1),1)
있음,있
"돼지고기,","지고기,"
1.6mg,1.6mg
정상으로,정상으로
주의하십시오.,주의하시오.
서늘한,서한
성인,성인
타내는,내는
:,:
유익균,유
고칼슘혈증이,고이
시,시
DL-,DL-
있습니다.,있니다.
캡슐),)
형성,성
프리바이오플,리이오
"115,","115,"
당,
"오징어,","오어,"
(주)알피바이오,(주)이오
※,
요거트,요트
뼈의,의
않는,는
"필요,","요,"
일일섭취량,일일
1회,1
"페롤,",","
Okcal,Okcal
줄,
수,수
4,4
(미국산),(미국)
엽산,
이력추적,이적
제조원,제원
십시오.,시오.
NC153101,NC153101
2층),2)
대한,대한
최대한,대한
21062201,21062201
및,
"덱스트린,","스트,"
시,시
+,+
확인,인
[권장섭취량,[장
질병치료,
B2,B2
습기가,기가
어린이,어이
사용하여,사하
U.S.A.,U.S.A.
0mg,0mg
제품설명서,제서
관련,
섭취,
"(대만산),","(대만),"
"니코틴산아미드,","니아미드,"
도움을,도을
함유,유
·,·
프로폴리스,로리스
비오틴혼합,비오
섭취,
락추로스,로스
기능식품,기식
"복숭아,","아,"
Charm,Charm
이,이
상담하시기,상하시기
·,·
"식염,","식,"
X,X
함유,유
·,·
5중,5중
바랍니다.,니다.
입력하시면,하시면
판토텐산,토
손이,이
전에,전에
*이상사례,*이상사
제품은,제은
트랜스지방,트스지방
이상사례,이상사
809497,809497
비타민과,비민과
"땅콩,",","
함량,
손에,에
제조,제
다를,다를
함께,
"영·유아,","·유아,"
음성군,성
L-히스티,L-스
:,:
적응을,적을
고양시,고시
용정경,정경
"75%,","75%,"
%영양성분,%성
예방,방
0%,0%
:,:
"감소,","소,"
아연,아연
어려움,어
life,life
황반색,
유지에,유지에
유통기한,유기한
유,유
분,
BEAUTY,BEAUTY
2023.03.10,2023.03.10
있습니다.,있니다.
원료보관,원보
정상적인,정상적인
금천구,천구
고온다습,고다
함께,
면),면)
제,제
마십시오.,마시오.
고객상담실로,고상로
노출을,을
210768,210768
"2)특이체질,","2)이,"
[비타민E],[비민E]
유통기한이,유기한이
아연,아연
:,:
인해,인해
/hurum.co.kr,/hurum.co.kr
먹이!,이!
섭취,
주의사항,주의사
비율,비
난소화성,소화성
나타낼,나
STARTS,STARTS
권장섭취량,장
2중기능성,2중기성
나트륨,나트
내용량,내
사용하여,사하
※,
:,:
마십시오.,마시오.
보상,보상
V,V
충분한,한
ARHN0002,ARHN0002
후에는,에는
예방,방
수,수
153%,153%
밀봉하여,하
2012901,2012901
신고는,신고는
100mg,100mg
(알루미늄호일),(미일)
제조번호,제
:,:
"포함),","),"
소비자분쟁해결,소비자해
1%,1%
50+,50+
"1,200mg","1,200mg"
"전복,","전,"
※,
총,
및,
:,:
:,:
발생,생
단백질,단
"비타민B6염산염,","비민B6,"
영,
"에리스리톨,","에리스리,"
줄,
항산화에,화에
부분에,부에
섭취율,
사용하여,사하
생산,생
1회,1
"대두,","대,"
피해,해
※,
"메밀,",","
%영양성분기준치,%성기
전문판매업소,전문업소
/,/
반품,
/,/
함량,
시,시
(년/월/일,(년//일
있으며,있으
교환,교
유통기한,유기한
"트린),","트),"
비타민B6,비민B6
"bifidum),","bifidum),"
GREEN,GREEN
바랍니,니
또는,는
%영양성분기준치,%성기
DL-사,DL-사
sticks,sticks
"변성전분,","성전,"
"새우,","우,"
탄수화물,수화
각종,
한모금,한
함량,
우수기업,우수기업
발생,생
편하게,하게
및,
"초유분말,","유,"
근육,
:,:
"질,",","
※,
【반품,
보관,보
곳에,에
[내포장,[내장
곧바로,로
섭취방법],방]
섭취량,
청주시,주시
:,:
0%,0%
보관,보
센스정,스정
(60g),(60g)
구입처,구
보관하십시오.,보하시오.
형성과,성과
본,
이상이,이상이
있습니다.,있니다.
입력하시면,하시면
수,수
:,:
손이,이
있으니,있으니
14포,14
주의사항,주의사
상태,상
"닦고기,","고기,"
:,:
오창공장,오공장
사용하여,사하
섭취하십시오.,하시오.
확인하시고,인하시고
같은,은
섭취를,를
구입처,구
안심하고,안하고
섭취,
"백설탕,",","
0%,0%
X,X
섭취를,를
유청분,유
유통기한을,유기한을
"알루미늄호일,","미일,"
■,■
"DL-사과산,","DL-사과,"
국산),국)
60정(60g),60정(60g)
"식염,","식,"
대사,대사
상담실】,상
아니하는,아니하는
주의하시기,주의하시기
"longum,","longum,"
흡수되고,수고
소비자,소비자
줄,
"DL-사과산,","DL-사과,"
·,·
유용한,유한
어두운,어
후,
제조시설에서,제시에서
신,신
85mg,85mg
체질의,의
환불,
알레르기,기
"필요,","요,"
분은,은
함께,
습도,도
%,%
"엽산,",","
변색된,
영향을,을
구입처,구
이상,이상
피로개선,로개선
20%,20%
-,-
뼈의,의
분량,
소비자,소비자
서울특별시,서시
"특이체질,","이,"
경우,경우
"DL-사과산,","DL-사과,"
아연,아연
유해산소로부터,유해소로부
:,:
비자,비자
"미국,","미국,"
어린이의,어이의
오렌지농,오지
이상사례,이상사
정상적인,정상적인
"페롤),","),"
에너지,에지
가진,가진
1일,1일
"닭고기,","고기,"
있습니다.,있니다.
있습니다.,있니다.
전,전
사용한,사한
종이,이
사용한,사한
이런분께,이
보관,보
개선을,개선을
곳에,에
제품은,제은
강원도,원도
많이,많이
관찰,
21%,21%
강에,에
"게,","게,"
·,·
구입처,구
제품명,제
"메밀,",","
단백질,단
"호두,",","
:,:
0%,0%
2,2
·,·
이상이,이상이
:,:
필요,요
곳을,을
"정제수,","정제수,"
본,
%,%
질병의,의
[섭취량,[
표시되지,시지
드립니다.,드니다.
바랍니다.,니다.
정상적인,정상적인
[내용량],[내]
고시,고시
대한,대한
"호두,",","
패키지,지
테인,인
수,수
제조하고,제하고
및,
본,
대한,대한
유통기한,유기한
아이룩스,아이스
대덕구,대구
높은,은
1일,1일
(코,(
보관상,보상
은,은
있는,있는
잣을,을
·,·
마십시오.,마시오.
까지,지
기능,기
X,X
이상,이상
넣어,어
고칼슘혈증이,고이
흔들어,들어
1일,1일
백,
1일,1일
POST,POST
상담하시기,상하시기
주의사항],주의사]
:,:
및,
도움을,도을
"말토덱스트린,","토스트,"
"(스페인산),","(스인),"
전반에,전에
"글리세린,","리,"
있습니다.,있니다.
주시기,주시기
고객상담실,고상
"(2%),","(2%),"
영양,
까지,지
신고는,신고는
구성,구성
도움을,도을
"전복,","전,"
"멸치),","),"
유통기한,유기한
제품은,제은
:,:
필요,요
6g,6g
삼성제약(주),성제(주)
및,
본,
"밀납(백납),","(),"
닿지,지
의해,의해
피해,해
자세한,자한
"용기(유리),","기(유리),"
건강을,을
포화지방,화지방
이하는,이하는
질병으로,으로
는데,는
물과,과
수,수
땅콩,
Lactobacillus,Lactobacillus
닿지,지
사항은,사은
먹기,기
정보를,정보를
X,X
어린이의,어이의
성읍정의현로,성정의현로
캡슐기제,기제
"임산부,","부,"
또는,는
인체에,인에
1일,1일
"필요,","요,"
있으니,있으니
0%,0%
품질보증,보
유지에,유지에
:,:
루테인,인
글리세린지방,리지방
Traceability,Traceability
후,
건강기능식품,기식
2100929,2100929
건강기능식품,기식
8%,8%
피해,해
Best,Best
Intensive,Intensive
[내포장재질],[내장재]
생길,생
요거트,요트
신고는,신고는
4㎍(160IU),4μg(160IU)
the,the
영향을,을
문의,문의
섭취,
비타민D,비민D
설명서를,서를
추출물은,은
:,:
"7kcal,","7kcal,"
수,수
유통기한,유기한
"계란(난류),","계(),"
"알류,",","
사릉로달음,사로
포장재에,장재에
고온다습한,고다한
내용량,내
비타민C,비민C
네슘,
14포),14)
요오드,요오드
"변형,",","
열량,
(주)노바렉스,(주)스
줌,
비율(%)은,비(%)은
유통기한,유기한
교환],교]
과민반응을,과민을
아연,아연
따라,라
(주)이마트,(주)이마트
"뚜껑(PP),","(PP),"
보관하십시오.,보하시오.
유익균,유
시,시
소비자상담실로,소비자상로
수,수
그대로,그대로
1병당,1
교환하여,교하
인해,인해
원남면,원남면
건강기능,기
건강,
개봉,개
"카민),","민),"
76.5g(850mg,76.5g(850mg
발생,생
섭취,
15g,15g
있습니다.,있니다.
문가와,문가와
항산화에,화에
옮겨,
보관하십시오.,보하시오.
정상적인,정상적인
"1회,","1,"
(주)서흥,(주)서
6,6
"히알루론산),","),"
809364,809364
"고등어,","고어,"
EPA,EPA
가진,가진
직사,사
성분을,성을
※,
()안의,()안의
1일,1일
있는,있는
잣을,을
상담,상
원료를,원를
·,·
"생선콜라겐,","생선라,"
피부가,부가
56,56
양까막,
0%,0%
"토마토,","토마토,"
그린,그
원료를,원를
"이산화규소,","이화소,"
섭취하십시오.,하시오.
제조번호),제)
:,:
※,
치료를,를
료를,를
바랍니다.,니다.
어린이의,어이의
450mg,450mg
0g,0g
·,·
마장면,마장면
경남제약|주|,경남제|주|
이,이
발생,생
수,수
보관,보
시,시
8,8
(역삼동),(동)
시,시
남용을,남을
스타터,스
시,시
질병의,의
의해,의해
:,:
1일,1일
질병의,의
섭취,
단백질,단
[보관시,[보시
1일,1일
