original_text,decoded_text
섭취하지,섭취하지
고객상,고객상
요거트,요거트
NO],NO]
개봉,개봉
알레,알레
"주정,","주정,"
본,본
우유단백,우유단백
Traceability,Traceability
/,/
유통기한이,유통기한이
원료명,원료명
설명서를,설명서를
홍합,홍합
이력추적,이력추적
"피하고,","피하고,"
유용한,유용한
섭취량,섭취량
대한,대한
제조번호,제조번호
tft,tft
"전복,","전복,"
감,감
칼슘,칼슘
건강,건강
아닙니다.,아닙니다.
~,~
400㎍,400㎍
보상받을,보상받을
프롤린,프롤린
바랍니다.,바랍니다.
시,시
완충비닐),완충비닐)
비타민B12환합,비타민B12환합
제조하고,제조하고
long,long
혈행마스터,혈행마스터
"L-프롤린,","L-프롤린,"
전문가와,전문가와
이하는,이하는
제품은,제품은
판토텐산칼슘,판토텐산칼슘
개선,개선
1.75L,1.75L
"조개류(굴,","조개류(굴,"
단백질,단백질
없으므로,없으므로
삼가해,삼가해
"닭고기,","닭고기,"
섭취하십시오.,섭취하십시오.
섭취방법],섭취방법]
"라비아검,","라비아검,"
"고등어,","고등어,"
도움을,도움을
칼슘,칼슘
올인원,올인원
수,수
공정거래위원회,공정거래위원회
:,:
·,·
0.8mg(100%),0.8mg(100%)
의,의
후,후
개인에,개인에
섭취하세요.,섭취하세요.
"젖산나트륨,","젖산나트륨,"
열량,열량
"자당,","자당,"
사용한,사용한
중단하고,중단하고
"토마토,","토마토,"
있습니다.,있습니다.
제주도,제주도
Trusted,Trusted
SAFE,SAFE
정상적인,정상적인
0%,0%
"돼지고기,","돼지고기,"
섭취를,섭취를
#,#
"신소재,","신소재,"
수,수
비타민B6,비타민B6
의약품이,의약품이
(주)휴럼,(주)휴럼
"(1,100mg","(1,100mg"
X,X
섭취를,섭취를
어린이의,어린이의
"게,","게,"
필요하신,필요하신
유해,유해
이상,이상
(주)노바렉스,(주)노바렉스
피로개선,피로개선
(60g),(60g)
어,어
(주)노바렉스,(주)노바렉스
복부팽만,복부팽만
"고등어,","고등어,"
[재질],[재질]
"임산부,","임산부,"
원재료명,원재료명
이상이,이상이
:,:
질병의,질병의
헤모힘,헤모힘
-,-
종이팩,종이팩
"있음,","있음,"
어린이의,어린이의
"팜유,","팜유,"
수분,수분
(반포동),(반포동)
"구연산,","구연산,"
섭취하십시오.,섭취하십시오.
눈을,눈을
건강기능식품,건강기능식품
위험,위험
프리미엄,프리미엄
·,·
피해,피해
Lac,Lac
1399,1399
상담이,상담이
주의하시기,주의하시기
보관하십시오.,보관하십시오.
주의하,주의하
:,:
섭취량,섭취량
nergy,nergy
"갈락토올리고당,","갈락토올리고당,"
물과,물과
+,+
있음,있음
제조,제조
제품은,제품은
60g,60g
1577-2488,1577-2488
교환장소,교환장소
plantarum,plantarum
·,·
용,용
ni,ni
클,클
수,수
030679,030679
지,지
"전복,","전복,"
Multi,Multi
원재료명,원재료명
영,영
"롱검,","롱검,"
원명로,원명로
질병의,질병의
DHA,DHA
제조번호,제조번호
·,·
이력추적,이력추적
수,수
칼로,칼로
"마시고,","마시고,"
·,·
고시,고시
"돼지고기,","돼지고기,"
원료를,원료를
1포,1포
하시기,하시기
형성과,형성과
메가폴리스,메가폴리스
(주원료),(주원료)
주의하십시,주의하십시
섭취에,섭취에
5mg,5mg
2,2
개,개
골다공증,골다공증
:,:
"1588-5156,","1588-5156,"
의하여,의하여
:,:
등을,등을
구매처,구매처
기준에,기준에
를,를
Traceability,Traceability
이상사례,이상사례
마십시오.,마십시오.
건강기능,건강기능
분량,분량
비타민A,비타민A
섭취하여,섭취하여
[원료명,[원료명
우유단백질분말),우유단백질분말)
태아,태아
[비타민B6],[비타민B6]
원료,원료
당,당
GREEN,GREEN
"포도당,","포도당,"
피하여,피하여
의거,의거
것.,것.
있는,있는
시,시
유통기한,유통기한
"필요,","필요,"
"메밀,","메밀,"
·,·
1회,1회
구성,구성
소비자기본법에,소비자기본법에
지방,지방
"PVC(폴리염화비닐),","PVC(폴리염화비닐),"
아티,아티
섭취에,섭취에
:,:
단백질,단백질
"오징어,","오징어,"
입력하시면,입력하시면
및,및
·,·
"(1,435.97mg중)","(1,435.97mg중)"
supplements,supplements
섭취방법,섭취방법
"109,","109,"
·,·
유지하는데,유지하는데
섭취,섭취
알레르기체질의,알레르기체질의
15mg,15mg
5㎍,5㎍
함유,함유
"3층(방배동,","3층(방배동,"
판매원,판매원
0%,0%
제조번호,제조번호
섭취,섭취
중대로,중대로
질병의,질병의
:,:
인해,인해
제품,제품
"인산나트륨,","인산나트륨,"
흡수되고,흡수되고
시,시
압착대마종자유,압착대마종자유
상태에,상태에
건강한,건강한
및,및
기능식품,기능식품
위험,위험
DHA,DHA
지방,지방
당,당
있거나,있거나
면역기능에,면역기능에
외포장재질,외포장재질
"대두,","대두,"
여부를,여부를
:,:
곳에,곳에
개인에,개인에
삼성면,삼성면
(주)튼튼닷컴,(주)튼튼닷컴
함량,함량
(125mLX14포),(125mLX14포)
금하,금하
1,1
관리의,관리의
"고등어,","고등어,"
표시,표시
제조,제조
0mg,0mg
섭취,섭취
피부가,피부가
"쌀겨추출분말,","쌀겨추출분말,"
발생,발생
VIVA,VIVA
영양,영양
/,/
[원료명,[원료명
까지,까지
감,감
【원료명,【원료명
요오드,요오드
보관하십시오.,보관하십시오.
:,:
기능정보,기능정보
섭취하십시오.,섭취하십시오.
닿지,닿지
293-20,293-20
같은,같은
본,본
시클로덱스트,시클로덱스트
"게,","게,"
받으실,받으실
"조개류(굴,","조개류(굴,"
지방,지방
비타민E),비타민E)
제2,제2
식물성크림분,식물성크림분
·,·
제조과정,제조과정
BIOME,BIOME
(N-아세틸글루코,(N-아세틸글루코
액생성에,액생성에
"0g(0%),","0g(0%),"
"변성전분,","변성전분,"
때,때
※,※
아닌,아닌
"1,000mg","1,000mg"
판매원,판매원
56정),56정)
섭취를,섭취를
·,·
"밀,","밀,"
제조원,제조원
홍합,홍합
필요,필요
613171,613171
알레르기가,알레르기가
"변성전분,","변성전분,"
수,수
1정을,1정을
-,-
직사광선을,직사광선을
있음),있음)
중단하고,중단하고
건강기능식품으로,건강기능식품으로
100억CFU,100억CFU
섭취량,섭취량
식품의약품안전처,식품의약품안전처
080-596-,080-596-
있습니다.,있습니다.
2),2)
예방,예방
보호하는,보호하는
이스혼합제제분말(,이스혼합제제분말(
비타민,비타민
0g,0g
:,:
도움을,도움을
북도,북도
(60g),(60g)
이,이
우유,우유
:,:
수,수
칼슘,칼슘
"착색료,","착색료,"
에너지,에너지
정상,정상
비타민E,비타민E
"옥수수전분,","옥수수전분,"
:,:
·,·
왔습니다.,왔습니다.
"땅콩,","땅콩,"
섭취하십시오.,섭취하십시오.
E,E
/,/
위한,위한
기준치에,기준치에
민D,민D
한방엑스포로5길,한방엑스포로5길
있습니다.,있습니다.
"acidophilus,","acidophilus,"
탄수화물과,탄수화물과
경기도,경기도
생길,생길
섭취량,섭취량
어린이의,어린이의
설에서,설에서
[섭취,[섭취
주십시오.,주십시오.
비율임,비율임
기능정보,기능정보
및,및
제품,제품
섭취량,섭취량
및,및
1%,1%
"피하고,","피하고,"
제품설명서를,제품설명서를
"칼슘,","칼슘,"
경우,경우
나트륨,나트륨
영양,영양
따라,따라
잣을,잣을
탄수화물과,탄수화물과
0g,0g
0g,0g
/,/
유지에,유지에
Rg3의,Rg3의
수,수
MADE,MADE
발생될,발생될
0g,0g
제품은,제품은
수,수
홍,홍
혼입가능성이,혼입가능성이
제품은,제품은
포함)를,포함)를
주의사항,주의사항
섭취량,섭취량
엘라스틴,엘라스틴
"고등어,","고등어,"
확인하,확인하
유산균,유산균
비율,비율
아니며,아니며
"카라기난,","카라기난,"
우유,우유
100%,100%
"필요,","필요,"
및,및
있으므로,있으므로
"1회,","1회,"
보호하는데,보호하는데
경우,경우
2009111,2009111
기능식품,기능식품
고객행복센터,고객행복센터
제품은,제품은
Lactobacillu,Lactobacillu
홍합,홍합
보상받으실,보상받으실
기능성,기능성
많은,많은
:,:
0%,0%
경기도,경기도
CFU,CFU
교환,교환
주의하십시오.,주의하십시오.
·,·
본,본
있,있
:,:
영양성분기준치,영양성분기준치
소비자상담실,소비자상담실
상담실],상담실]
사용한,사용한
있습니다.,있습니다.
-,-
유통기한,유통기한
"물,","물,"
gasseri,gasseri
위한,위한
기능,기능
Functional,Functional
소화불량의,소화불량의
장애가,장애가
섭취하십,섭취하십
1일,1일
사용한,사용한
포,포
곳에,곳에
"새우,","새우,"
호모,호모
9중,9중
공정거래위원회,공정거래위원회
GMP,GMP
수,수
내포장재질,내포장재질
보관하십시오.,보관하십시오.
랍니다.,랍니다.
있거나,있거나
주,주
어린이의,어린이의
사용하여,사용하여
함께,함께
함유,함유
알레르기,알레르기
·,·
전의면,전의면
까지,까지
"lactis,","lactis,"
당,당
"철,","철,"
까지,까지
·,·
B1,B1
F,F
·,·
"L-시스틴,","L-시스틴,"
:,:
-,-
"10kcal,","10kcal,"
-온도,-온도
비율임,비율임
설명,설명
오리지널,오리지널
663번길,663번길
비타민D3,비타민D3
550mg,550mg
및,및
:,:
장건강에,장건강에
:,:
도움을,도움을
위험,위험
으므로,으므로
"물엿,","물엿,"
주의사항,주의사항
"%),","%),"
수,수
경우,경우
복용,복용
담양읍,담양읍
건조한,건조한
피하여,피하여
+,+
원료,원료
PE(폴리에틸렌),PE(폴리에틸렌)
기능,기능
도안면,도안면
60캡슐),60캡슐)
"러스,","러스,"
"감초농축분말,","감초농축분말,"
섭취,섭취
[소비자상담실],[소비자상담실]
원료명,원료명
팽창,팽창
"2회,","2회,"
보관방법,보관방법
있으므로,있으므로
:,:
손에,손에
피해,피해
"토마토,","토마토,"
"L-카르니틴,","L-카르니틴,"
물과,물과
기억력개선,기억력개선
1일,1일
HCA,HCA
이상,이상
※,※
1회,1회
"쇠고기,","쇠고기,"
단백질,단백질
:,:
지방,지방
※,※
2g,2g
기능식품,기능식품
PLUS,PLUS
"형)},","형)},"
손에,손에
기능식품,기능식품
물질로,물질로
신고는,신고는
입력하시면,입력하시면
[원료명,[원료명
"분말,","분말,"
질이신,질이신
있습니다.,있습니다.
20대~30대,20대~30대
세포,세포
"교환,","교환,"
마십시오.,마십시오.
치커리식이,치커리식이
및,및
:,:
비타민,비타민
간,간
2.,2.
근육,근육
비타민D3),비타민D3)
※,※
사용한,사용한
(210g),(210g)
○,○
"0g(0%),","0g(0%),"
옥타코사놀,옥타코사놀
있으니,있으니
시,시
섭취,섭취
0%,0%
/,/
까지,까지
47%,47%
오메가,오메가
백제문화로,백제문화로
"검),","검),"
"프로바이오틱스,","프로바이오틱스,"
폴리프로필렌,폴리프로필렌
"수분,","수분,"
기능성을,기능성을
개봉,개봉
임신을,임신을
빨리,빨리
참조,참조
제품설명서,제품설명서
일일섭취량,일일섭취량
및,및
인이,인이
"오징어,","오징어,"
0%,0%
중단하고,중단하고
혈액생성에,혈액생성에
과량섭취하지,과량섭취하지
열량,열량
섭취,섭취
있,있
않는,않는
are,are
·,·
흡수되고,흡수되고
영동군,영동군
"염산염,","염산염,"
이력추적관리번호를,이력추적관리번호를
마세요.,마세요.
제조번호,제조번호
피하여,피하여
나트륨,나트륨
경기도,경기도
홍합,홍합
Lactobacillus,Lactobacillus
47.25g,47.25g
직장인,직장인
마십시오.,마십시오.
건강,건강
비,비
혈행애존,혈행애존
필요,필요
구입처,구입처
"우,","우,"
[보관방법],[보관방법]
"판토텐산,","판토텐산,"
있으므로,있으므로
전지분골드l,전지분골드l
"호두,","호두,"
알레르기,알레르기
신체,신체
방문,방문
번호,번호
비타민E혼합,비타민E혼합
"두,","두,"
32번길,32번길
"복숭아,","복숭아,"
Gook,Gook
·,·
809425,809425
섭취,섭취
행,행
영양,영양
"1회,","1회,"
213338,213338
또는,또는
Tracecability,Tracecability
및,및
비오틴】,비오틴】
·,·
입력하시면,입력하시면
있으므로,있으므로
줄,줄
제품은,제품은
시,시
공정거래위원회,공정거래위원회
1mg,1mg
"1정(1,450mg)","1정(1,450mg)"
Fish,Fish
브레버(B.breve)}],브레버(B.breve)}]
섭취방,섭취방
안에,안에
뼈의,뼈의
혈행,혈행
본,본
"2g(1%),","2g(1%),"
1일,1일
1631,1631
보호하여,보호하여
"1회,","1회,"
먹이!,먹이!
BONE,BONE
■,■
"비타민B1질산염,","비타민B1질산염,"
"3종,","3종,"
눈을,눈을
"지방,","지방,"
알레르기,알레르기
있음,있음
802863,802863
61,61
※,※
2022.11.19,2022.11.19
절단면에,절단면에
바로,바로
212963,212963
반드시,반드시
교환,교환
0g,0g
과다,과다
"구아검),","구아검),"
"민들레,","민들레,"
1일,1일
개봉하십시오.,개봉하십시오.
성남,성남
급속,급속
:,:
유산균의,유산균의
의약품,의약품
"O'Donovan,","O'Donovan,"
:,:
·,·
필요,필요
또는,또는
제품의,제품의
이용에,이용에
제조번호,제조번호
분은,분은
0%,0%
교환,교환
[비타민B2],[비타민B2]
"구연산),","구연산),"
※,※
:,:
보관,보관
28%,28%
제품,제품
내,내
4.5mg,4.5mg
:,:
"룰라아제,","룰라아제,"
질병의,질병의
영양성분,영양성분
"1회,","1회,"
"필요,","필요,"
라즈베리농축액,라즈베리농축액
줄,줄
곳이나,곳이나
원명로,원명로
비타민B6염산염,비타민B6염산염
"고등어,","고등어,"
우유와,우유와
섭취를,섭취를
0%,0%
"전복,","전복,"
"사과산,","사과산,"
수,수
()안의,()안의
그린스토어(주),그린스토어(주)
엄격한,엄격한
섭취를,섭취를
·,·
줄,줄
:,:
유통기한,유통기한
비타민B1,비타민B1
대한,대한
"1회,","1회,"
및,및
콜라겐,콜라겐
:,:
섭취를,섭취를
"게,","게,"
"5kcal,","5kcal,"
유통기한,유통기한
흥덕구,흥덕구
1일,1일
[내포장재질],[내포장재질]
신선하게,신선하게
115g,115g
416호,416호
있으니,있으니
/,/
및,및
습기가,습기가
주의하십시오.,주의하십시오.
바랍니다.,바랍니다.
"프로테아제,","프로테아제,"
"0mg(0%),","0mg(0%),"
1포를,1포를
아,아
베타카로틴,베타카로틴
"닭고기,","닭고기,"
위해,위해
"lactis,","lactis,"
※,※
인해,인해
3,3
섭취량,섭취량
"0mg(0%),","0mg(0%),"
반품하십시오.,반품하십시오.
1544-6335,1544-6335
"임산부,","임산부,"
원료나,원료나
"0.7g(1%),","0.7g(1%),"
833%,833%
"어린이,","어린이,"
"포함),","포함),"
위원회,위원회
[식품유형],[식품유형]
0.03g,0.03g
중구,중구
않도록,않도록
"합성향료(석류향),","합성향료(석류향),"
아닙니다.,아닙니다.
별도표기일까지,별도표기일까지
넣어,넣어
주십시오.,주십시오.
"돼지고기,","돼지고기,"
프로필렌,프로필렌
시오.,시오.
유통기한,유통기한
"고등어,","고등어,"
섭취,섭취
충남,충남
"복숭아,","복숭아,"
일일,일일
"옥수수전분,","옥수수전분,"
·,·
1666-9121,1666-9121
나타나는,나타나는
조개류(홍합),조개류(홍합)
셀렌,셀렌
기,기
개봉,개봉
이상이,이상이
(경상북도,(경상북도
"5mg(100%),","5mg(100%),"
등),등)
까지,까지
1일,1일
유통기한,유통기한
구입처,구입처
받지,받지
메가폴리스3로,메가폴리스3로
"토덱스트린,","토덱스트린,"
D,D
개봉,개봉
홍미삼,홍미삼
[엽산],[엽산]
제품명,제품명
·,·
"의거,","의거,"
블루베리농축액,블루베리농축액
등의,등의
에너지,에너지
"이산화규소,","이산화규소,"
개선,개선
"국산),","국산),"
부문,부문
개봉,개봉
함량,함량
"결정셀룰로스,","결정셀룰로스,"
시오.,시오.
비타민D,비타민D
어린이의,어린이의
"메밀,","메밀,"
코엔자임Q10,코엔자임Q10
[섭취,[섭취
:,:
"1,050mg","1,050mg"
·,·
개인의,개인의
곳을,곳을
섭취,섭취
원남면,원남면
"율무,","율무,"
손에,손에
"전복,","전복,"
통해,통해
알레르기,알레르기
소비자분쟁,소비자분쟁
있으므로,있으므로
약간의,약간의
세포분열,세포분열
"산화마그네슘,","산화마그네슘,"
[프로바이오틱스],[프로바이오틱스]
정보,정보
[섭취방법],[섭취방법]
R,R
·,·
탄수화물,탄수화물
수유부는,수유부는
중부대로609번길,중부대로609번길
질병의,질병의
1일,1일
고객상담실로,고객상담실로
·,·
"구연산나트륨,","구연산나트륨,"
"600mg,","600mg,"
탄수화물,탄수화물
니다.,니다.
"비타민B2,","비타민B2,"
나,나
제품과,제품과
수치는,수치는
"호두,","호두,"
1일,1일
장애가,장애가
보,보
제조번호,제조번호
CERA,CERA
이력추적,이력추적
대사에,대사에
"Zinc,","Zinc,"
994816,994816
충분한,충분한
하십시오.,하십시오.
"이력추적,","이력추적,"
:,:
있어,있어
Plant,Plant
판토텐산,판토텐산
"쇠고기,","쇠고기,"
섭취량,섭취량
:,:
도움을,도움을
섭취량,섭취량
캡슐타입,캡슐타입
·,·
만나면,만나면
R,R
※,※
시,시
정상적인,정상적인
되는데,되는데
시,시
줄,줄
주기,주기
및,및
고객상담실,고객상담실
:,:
"필요,","필요,"
발생,발생
향미증진제,향미증진제
"가리비,","가리비,"
유형],유형]
수,수
루테인,루테인
제조시설에서,제조시설에서
폴,폴
"비타민B2,","비타민B2,"
제품은,제품은
[섭취,[섭취
1577-2488,1577-2488
알레르기를,알레르기를
구입처에서,구입처에서
후,후
훼손된,훼손된
섭취량,섭취량
알,알
EPA와,EPA와
질병의,질병의
경우에,경우에
(650mg,(650mg
보관,보관
및,및
함께,함께
함유,함유
충북,충북
수유부나,수유부나
망향로,망향로
47.6g,47.6g
직사광선,직사광선
"유화제,","유화제,"
보호하는데,보호하는데
까지,까지
위한,위한
·,·
함량],함량]
:,:
교환처,교환처
및,및
"판토텐산,","판토텐산,"
:,:
이력추적,이력추적
[홈페이지],[홈페이지]
사용한,사용한
성분을,성분을
및,및
중단하고,중단하고
있습니다.,있습니다.
수준을,수준을
칼슘과,칼슘과
시오.,시오.
"E),","E),"
품질을,품질을
/,/
쌀발,쌀발
비율임,비율임
분량,분량
있,있
혈압,혈압
수,수
:,:
유통,유통
부정·불량식품,부정·불량식품
보호하는데,보호하는데
:,:
회식,회식
제품과,제품과
"1회,","1회,"
+,+
치료를,치료를
"판토텐산,","판토텐산,"
나의,나의
%,%
"오렌지추출물,","오렌지추출물,"
"2회,","2회,"
을,을
2011·,2011·
정보,정보
"스산),","스산),"
효소의,효소의
(12g),(12g)
드립니다.,드립니다.
고시(소비자분,고시(소비자분
포장재,포장재
이상이,이상이
힘찬,힘찬
건조하고,건조하고
예방,예방
:,:
권장섭취량,권장섭취량
X,X
아연,아연
곳에,곳에
있는,있는
"고등어,","고등어,"
"토마토,","토마토,"
서늘한,서늘한
질병의,질병의
Lactobacillus,Lactobacillus
시,시
비타민,비타민
닿지,닿지
정상적인,정상적인
하여,하여
제조하고,제조하고
"필요,","필요,"
"글리세린,","글리세린,"
제조,제조
제조가공한,제조가공한
:,:
구입처,구입처
유통기한,유통기한
필요,필요
이력추적,이력추적
:,:
11mg,11mg
기능정보,기능정보
섭취하십시오.,섭취하십시오.
:,:
오렌지오,오렌지오
있음.,있음.
함부로,함부로
1577-2488,1577-2488
Streptococcus,Streptococcus
보관하십시오.,보관하십시오.
"L-트레오닌,","L-트레오닌,"
서울시,서울시
오송읍,오송읍
의약품,의약품
구성,구성
일부,일부
416호,416호
고시,고시
·,·
[비타민B1],[비타민B1]
"타민A아세테이트,","타민A아세테이트,"
물과,물과
상담,상담
1일,1일
기타가공품,기타가공품
15772488,15772488
2.8g,2.8g
대한,대한
및,및
6종,6종
도움을,도움을
1,1
보라지종자유,보라지종자유
만나면,만나면
DL-알,DL-알
건강한,건강한
전문가와,전문가와
"필요,","필요,"
0g,0g
기능정보,기능정보
·,·
"게,","게,"
및,및
호모,호모
활력과,활력과
나타낼,나타낼
지도하,지도하
또는,또는
"밀,","밀,"
의거,의거
열량,열량
:,:
정상적인,정상적인
하십시오.,하십시오.
건강을,건강을
아닙니다.,아닙니다.
"칡(갈근),","칡(갈근),"
섭취량,섭취량
:,:
[유통기한],[유통기한]
및,및
"6%이상,","6%이상,"
사업부문,사업부문
[비타민B6],[비타민B6]
보관하십시오.,보관하십시오.
줄,줄
원료,원료
홍삼농축액,홍삼농축액
또는,또는
의약품이,의약품이
"아니며,","아니며,"
십시오.,십시오.
아모케,아모케
대사와,대사와
하고,하고
※,※
본,본
유당혼합,유당혼합
8중,8중
및,및
배변활동,배변활동
질병의,질병의
생성에,생성에
섭취량,섭취량
우려가,우려가
치료,치료
변색,변색
원활에,원활에
보상,보상
섭취하지,섭취하지
간,간
샤이닝,샤이닝
:,:
·,·
보관에,보관에
※,※
"복숭아,","복숭아,"
내포장재질,내포장재질
인해,인해
※,※
상처를,상처를
중요한,중요한
"배양건조물,","배양건조물,"
이중복합기능성,이중복합기능성
체질,체질
:,:
식품의약품안전처,식품의약품안전처
알루미늄,알루미늄
있습니다.,있습니다.
DHA의,DHA의
기능성을,기능성을
섭취시,섭취시
밑면,밑면
"정제수,","정제수,"
보관하십시오.,보관하십시오.
및함량,및함량
DHA,DHA
잘,잘
간,간
probiotics,probiotics
상담,상담
사용되어,사용되어
"(고단백,","(고단백,"
바로,바로
lon-,lon-
수유부,수유부
줄,줄
·,·
주십시오.,주십시오.
카라기난혼합,카라기난혼합
함께,함께
2023.07.01,2023.07.01
알루미늄호일,알루미늄호일
1200,1200
"메밀,","메밀,"
및,및
정보를,정보를
없습니다.,없습니다.
열량,열량
by,by
중,중
이력추적,이력추적
및,및
섭취하지,섭취하지
DEOZON,DEOZON
본,본
특이체질이신,특이체질이신
복용,복용
"일,","일,"
함께,함께
카제인나,카제인나
"정제수,","정제수,"
드립니다.,드립니다.
질병의,질병의
줄,줄
DB손해보험,DB손해보험
B,B
셀레늄,셀레늄
:,:
X,X
()안,()안
및,및
"있음,","있음,"
장건강에,장건강에
[원료명,[원료명
아니하는,아니하는
비타민B12,비타민B12
그린,그린
줄,줄
도움을,도움을
"thermophilus,","thermophilus,"
:,:
멀티,멀티
"L.bulgaricus),","L.bulgaricus),"
도움을,도움을
"포도당,","포도당,"
수,수
·,·
타내는,타내는
직사광선,직사광선
혼합분말(Lac,혼합분말(Lac
등록번호,등록번호
"트리아세틴,","트리아세틴,"
비타민B6염산,비타민B6염산
"현미유(태국산),","현미유(태국산),"
바이오밸리3로,바이오밸리3로
0%,0%
선·혈행,선·혈행
영양,영양
"글리세린,","글리세린,"
유기농,유기농
확인하신,확인하신
15종과일채소혼,15종과일채소혼
이력추적,이력추적
및,및
아닙니다.,아닙니다.
있는,있는
테헤란로,테헤란로
[섭취,[섭취
626mg,626mg
옆면에,옆면에
줄,줄
[섭취량,[섭취량
전문가와,전문가와
참조,참조
본,본
0g,0g
음성군,음성군
·,·
수치는,수치는
기준에,기준에
"복숭아,","복숭아,"
까지,까지
보관방법,보관방법
SFUN,SFUN
튼튼하고,튼튼하고
이용에,이용에
:,:
비타민B군,비타민B군
에이스하이테,에이스하이테
"땅콩,","땅콩,"
Premium,Premium
50mg,50mg
카라기난,카라기난
줄,줄
0g,0g
시,시
'셀렉스'검색,'셀렉스'검색
수,수
프리미엄,프리미엄
함유,함유
정상적인,정상적인
Capsule,Capsule
기능,기능
캡,캡
"류,","류,"
바랍니다.,바랍니다.
EPA와,EPA와
"잣,","잣,"
"복숭아,","복숭아,"
출처,출처
있음,있음
주의하십시오.,주의하십시오.
건강기능,건강기능
연구개발,연구개발
0g,0g
"이산화규소,","이산화규소,"
섭취를,섭취를
홍합,홍합
비율,비율
·,·
제품과,제품과
과민반응이,과민반응이
"인산),","인산),"
열량,열량
1회,1회
손이,손이
느끼시는,느끼시는
새콤달콤,새콤달콤
필요,필요
(주)서흥,(주)서흥
고객상담센터,고객상담센터
※,※
분은,분은
위건강엔,위건강엔
감마리놀렌산,감마리놀렌산
세르비아,세르비아
및,및
12포),12포)
총(-),총(-)
+,+
"게,","게,"
1일,1일
"사과산,","사과산,"
"분말,","분말,"
"효소처리스테비아,","효소처리스테비아,"
또는,또는
의해,의해
(주),(주)
씹어서,씹어서
함안군,함안군
"토마토,","토마토,"
※,※
소비자분쟁해결,소비자분쟁해결
"1회,","1회,"
1g,1g
형성하고,형성하고
필요,필요
하십시오.,하십시오.
·,·
"중쇄중성지방},","중쇄중성지방},"
시,시
제품,제품
탄수화,탄수화
직사광선을,직사광선을
않도록,않도록
기능식품,기능식품
:,:
상담실],상담실]
지방,지방
밀크씨슬,밀크씨슬
식품,식품
cillus,cillus
총,총
"타우린,","타우린,"
1544-6335,1544-6335
"향(합성향료),","향(합성향료),"
신고는,신고는
비컴,비컴
제품은,제품은
"병풀추출분말,","병풀추출분말,"
본,본
아닙니다.,아닙니다.
0%,0%
"D-소비톨액,","D-소비톨액,"
수,수
분량,분량
EPA,EPA
판매가격,판매가격
뚝섬로,뚝섬로
extract,extract
1일,1일
1일,1일
의약품,의약품
있음,있음
에너지,에너지
"엽산,","엽산,"
"포도당시럽분말,","포도당시럽분말,"
따,따
연속,연속
:,:
"스트린,","스트린,"
"복숭아,","복숭아,"
치아,치아
위한,위한
"Inc.,","Inc.,"
츄어블,츄어블
체질이신,체질이신
섭취량,섭취량
for,for
"L.casei,","L.casei,"
위험,위험
1666-9121,1666-9121
제품은,제품은
발생,발생
남극크릴오일,남극크릴오일
-,-
있음,있음
"비아검),","비아검),"
■,■
전문가와,전문가와
예방,예방
60,60
보통,보통
시설에서,시설에서
곳에서,곳에서
760mg,760mg
성분을,성분을
구입처,구입처
잘,잘
"필요,","필요,"
Traceability,Traceability
건강기능식품,건강기능식품
7535020,7535020
"0g(0%),","0g(0%),"
그린커피빈추출물,그린커피빈추출물
등)이,등)이
및,및
소비자,소비자
섭취량,섭취량
rTG,rTG
또는,또는
알레르기,알레르기
의약,의약
및,및
0%,0%
함량,함량
유통기한,유통기한
알류,알류
고객상담실,고객상담실
[내포장재질],[내포장재질]
보호,보호
1577-2488,1577-2488
곳에,곳에
주의하시기,주의하시기
"테르,","테르,"
경기도,경기도
비오틴,비오틴
가할,가할
발생될,발생될
안심하고,안심하고
"0kcal,","0kcal,"
내면,내면
-,-
"새우,","새우,"
도산대로,도산대로
함께,함께
+,+
포화지방,포화지방
%,%
정보를,정보를
"오렌지농축액,","오렌지농축액,"
비오틴,비오틴
"미국산),","미국산),"
번호,번호
"심황색소,","심황색소,"
대두유,대두유
:,:
및,및
"시고,","시고,"
1일,1일
섭취량,섭취량
복부팽만감,복부팽만감
본,본
반드시,반드시
F,F
Omega,Omega
제품과,제품과
소비자분쟁해,소비자분쟁해
"룰로스,","룰로스,"
(10mL)씩,(10mL)씩
제품은,제품은
1일,1일
영양성분기준치에,영양성분기준치에
구입처,구입처
보관방법,보관방법
경우,경우
발달에,발달에
브라질,브라질
항은,항은
섭취량,섭취량
"리드(PE),","리드(PE),"
본,본
6.51%,6.51%
함께,함께
·,·
이런,이런
100mg,100mg
섭취량,섭취량
원료로,원료로
MAGNESIUM,MAGNESIUM
프로폴리스는,프로폴리스는
고시,고시
기능정보,기능정보
도움을,도움을
필요,필요
·,·
및,및
시,시
있습니다.,있습니다.
전문가와,전문가와
성분을,성분을
+,+
상처를,상처를
줄,줄
및,및
상담하,상담하
도움을,도움을
·,·
보상,보상
치아에,치아에
비타민E,비타민E
비타민D,비타민D
-,-
1일,1일
있으니,있으니
|,|
섭취량,섭취량
100%,100%
수,수
-,-
경우,경우
/,/
구리,구리
:,:
열량,열량
개봉한,개봉한
유통기한,유통기한
피하여,피하여
"이산화규소,","이산화규소,"
필요하신,필요하신
제조업소,제조업소
27%,27%
"혼합제제1(덱스트린,","혼합제제1(덱스트린,"
당,당
"비타민E,","비타민E,"
사용한,사용한
기능성을,기능성을
Complex,Complex
별시,별시
분말,분말
섭취하십시오.,섭취하십시오.
비타민D,비타민D
1일,1일
함량,함량
쌀단백분말,쌀단백분말
